,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Building140.47111183278224_percentage,Building_percentage
10906,Yarraville,7/13 Stephen St,2,u,501344.0,SP,Sweeney,13-08-2016,7.0,3013.0,2.0,1.0,1.0,0.0,72.0,1950.0,Maribyrnong,-37.8106,144.8957,Western Metropolitan,6543.0,inf,inf
10907,Yarraville,2/255 Wlliamstown Rd,2,u,550000.0,SP,Hunter,13-08-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10908,Yarraville,33 Berry St,2,h,880000.0,SN,Village,14-05-2016,7.0,3013.0,2.0,1.0,0.0,200.0,80.0,1900.0,Maribyrnong,-37.8117,144.8957,Western Metropolitan,6543.0,0.4,0.4
10909,Yarraville,28 Cranbrook St,3,h,880000.0,SP,Village,14-05-2016,7.0,3013.0,3.0,2.0,1.0,492.0,197.1805621162022,,Maribyrnong,-37.8241,144.8751,Western Metropolitan,6543.0,,
10910,Yarraville,317 Francis St,3,h,880000.0,SN,Barry,14-05-2016,7.0,3013.0,3.0,1.0,1.0,452.0,110.0,1960.0,Maribyrnong,-37.8193,144.8723,Western Metropolitan,6543.0,0.24336283185840707,0.24336283185840707
10911,Yarraville,9 Stanger St,3,h,796000.0,S,Greg,14-05-2016,7.0,3013.0,3.0,1.0,1.0,464.0,120.0,1960.0,Maribyrnong,-37.8151,144.8638,Western Metropolitan,6543.0,0.25862068965517243,0.25862068965517243
10912,Yarraville,203/109 Anderson St,2,u,666300.0,SP,Jas,15-10-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10913,Yarraville,27 Buninyong St,3,h,1217500.0,PI,Greg,15-10-2016,7.0,3013.0,3.0,3.0,1.0,217.0,86.96784955125177,2016.0,Maribyrnong,-37.8188,144.8884,Western Metropolitan,6543.0,,
10914,Yarraville,41 Gent St,4,h,880000.0,SN,Barry,15-10-2016,7.0,3013.0,4.0,2.0,1.0,449.0,179.9473016060463,,Maribyrnong,-37.8167,144.8713,Western Metropolitan,6543.0,,
10915,Yarraville,1a Kingston St,2,h,610000.0,SP,Jas,15-10-2016,7.0,3013.0,2.0,0.0,0.0,94.0,37.67270902220123,,Maribyrnong,-37.815,144.8827,Western Metropolitan,6543.0,,
10916,Yarraville,64 Bishop St,3,h,1055000.0,S,hockingstuart,16-04-2016,7.0,3013.0,3.0,1.0,3.0,670.0,116.0,1940.0,Maribyrnong,-37.8134,144.8745,Western Metropolitan,6543.0,0.17313432835820897,0.17313432835820897
10917,Yarraville,4/16 Dean St,3,t,620000.0,VB,iOne,16-04-2016,7.0,3013.0,3.0,3.0,1.0,0.0,141.0,2014.0,Maribyrnong,-37.8194,144.8826,Western Metropolitan,6543.0,inf,inf
10918,Yarraville,117 Francis St,4,h,660000.0,PI,Sweeney,16-04-2016,7.0,3013.0,4.0,1.0,2.0,360.0,144.27846008502598,1910.0,Maribyrnong,-37.8212,144.8887,Western Metropolitan,6543.0,,
10919,Yarraville,342 Francis St,3,h,681000.0,S,Sweeney,16-04-2016,7.0,3013.0,2.0,1.0,1.0,446.0,178.74498110533776,,Maribyrnong,-37.8183,144.8666,Western Metropolitan,6543.0,,
10920,Yarraville,5/69 Hamilton St,1,u,345000.0,S,hockingstuart/Village,16-04-2016,7.0,3013.0,1.0,1.0,1.0,0.0,47.0,1970.0,Maribyrnong,-37.8111,144.887,Western Metropolitan,6543.0,inf,inf
10921,Yarraville,3/1 Jepson St,2,t,705000.0,SP,Sweeney,16-04-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10922,Yarraville,25 Norfolk St,3,h,950000.0,SP,Village,16-04-2016,7.0,3013.0,3.0,1.0,2.0,240.0,84.0,1880.0,Maribyrnong,-37.8202,144.8896,Western Metropolitan,6543.0,0.35,0.35
10923,Yarraville,9 Pearce St,3,h,955000.0,S,Jellis,16-04-2016,7.0,3013.0,3.0,1.0,1.0,202.0,80.95624704770903,,Maribyrnong,-37.8196,144.8839,Western Metropolitan,6543.0,,
10924,Yarraville,11 Sanderson St,2,h,822000.0,S,Sweeney,16-04-2016,7.0,3013.0,2.0,1.0,3.0,539.0,216.0169166273028,,Maribyrnong,-37.8152,144.8703,Western Metropolitan,6543.0,,
10925,Yarraville,21 Ballard St,3,t,880000.0,PN,hockingstuart,16-07-2016,7.0,3013.0,3.0,3.0,2.0,477.0,191.16895961265942,,Maribyrnong,-37.814,144.8681,Western Metropolitan,6543.0,,
10926,Yarraville,71 Bena St,2,h,760000.0,S,Jas,16-07-2016,7.0,3013.0,3.0,1.0,1.0,472.0,189.16509211147851,,Maribyrnong,-37.824,144.8805,Western Metropolitan,6543.0,,
10927,Yarraville,29 Frederick St,4,h,1200000.0,S,Village,16-07-2016,7.0,3013.0,4.0,2.0,2.0,417.0,157.0,1900.0,Maribyrnong,-37.8197,144.8969,Western Metropolitan,6543.0,0.3764988009592326,0.3764988009592326
10928,Yarraville,12 Freeman St,4,h,880000.0,S,Village,16-07-2016,7.0,3013.0,4.0,2.0,1.0,449.0,450.0,,Maribyrnong,-37.8171,144.8739,Western Metropolitan,6543.0,1.0022271714922049,1.0022271714922049
10929,Yarraville,59 Gent St,3,h,1005000.0,S,Sweeney,16-07-2016,7.0,3013.0,3.0,1.0,1.0,438.0,115.0,1960.0,Maribyrnong,-37.8177,144.8711,Western Metropolitan,6543.0,0.2625570776255708,0.2625570776255708
10930,Yarraville,282 Hyde St,3,h,600000.0,VB,hockingstuart,16-07-2016,7.0,3013.0,4.0,1.0,1.0,0.0,0.0,,Maribyrnong,-37.8222,144.8956,Western Metropolitan,6543.0,,
10931,Yarraville,103/58 Ballarat St,1,u,381000.0,S,Sweeney,17-09-2016,7.0,3013.0,1.0,1.0,1.0,0.0,0.0,,Maribyrnong,-37.8184,144.8904,Western Metropolitan,6543.0,,
10932,Yarraville,17 Banool Av,3,h,876000.0,S,Sweeney,17-09-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10933,Yarraville,136 Hyde St,4,h,1150000.0,S,hockingstuart,17-09-2016,7.0,3013.0,4.0,2.0,2.0,482.0,193.17282711384036,,Maribyrnong,-37.815,144.8968,Western Metropolitan,6543.0,,
10934,Yarraville,73 Bayview Rd,3,h,880000.0,SP,Compton,18-03-2017,7.0,3013.0,3.0,1.0,0.0,307.0,126.0,1930.0,Maribyrnong,-37.8117,144.8854,Western Metropolitan,6543.0,0.41042345276872966,0.41042345276872966
10935,Yarraville,14 Lennox St,3,h,1020000.0,PI,Jas,18-03-2017,7.0,3013.0,3.0,1.0,1.0,248.0,99.39182805857345,,Maribyrnong,-37.8157,144.8925,Western Metropolitan,6543.0,,
10936,Yarraville,55 Ofarrell St,3,h,1250000.0,VB,Village,18-03-2017,7.0,3013.0,3.0,2.0,1.0,249.0,99.79260155880964,,Maribyrnong,-37.8099,144.8859,Western Metropolitan,6543.0,,
10937,Yarraville,9 Richards St,3,h,880000.0,S,Jas,18-03-2017,7.0,3013.0,3.0,1.0,2.0,472.0,108.0,1950.0,Maribyrnong,-37.8149,144.8628,Western Metropolitan,6543.0,0.2288135593220339,0.2288135593220339
10938,Yarraville,58 Stanger St,3,h,880000.0,SN,hockingstuart,18-03-2017,7.0,3013.0,3.0,1.0,2.0,208.0,83.36088804912613,,Maribyrnong,-37.8179,144.8629,Western Metropolitan,6543.0,,
10939,Yarraville,7 Stewart St,4,h,1340000.0,VB,Village,18-03-2017,7.0,3013.0,4.0,2.0,0.0,297.0,175.0,1900.0,Maribyrnong,-37.8108,144.888,Western Metropolitan,6543.0,0.5892255892255892,0.5892255892255892
10940,Yarraville,1/364 Williamstown Rd,2,t,880000.0,S,Jas,18-03-2017,7.0,3013.0,2.0,2.0,2.0,165.0,66.12762753897024,,Maribyrnong,-37.8216,144.8816,Western Metropolitan,6543.0,,
10941,Yarraville,52 Severn St,3,h,865000.0,SP,Jas,18-06-2016,7.0,3013.0,3.0,1.0,1.0,189.0,87.0,1930.0,Maribyrnong,-37.8159,144.8795,Western Metropolitan,6543.0,0.4603174603174603,0.4603174603174603
10942,Yarraville,347 Williamstown Rd,3,h,781500.0,S,Jas,18-06-2016,7.0,3013.0,2.0,1.0,2.0,341.0,132.0,1950.0,Maribyrnong,-37.8224,144.8818,Western Metropolitan,6543.0,0.3870967741935484,0.3870967741935484
10943,Yarraville,15 Ofarrell St,4,h,1401000.0,S,Village,19-11-2016,7.0,3013.0,4.0,1.0,1.0,306.0,133.0,1910.0,Maribyrnong,-37.8102,144.8885,Western Metropolitan,6543.0,0.434640522875817,0.434640522875817
10944,Yarraville,2/382 Williamstown Rd,2,h,630000.0,S,Jas,19-11-2016,7.0,3013.0,2.0,2.0,2.0,168.0,121.0,2000.0,Maribyrnong,-37.8225,144.8814,Western Metropolitan,6543.0,0.7202380952380952,0.7202380952380952
10945,Yarraville,12 Burns St,3,h,880000.0,SP,Jas,22-05-2016,7.0,3013.0,3.0,2.0,1.0,301.0,147.0,1950.0,Maribyrnong,-37.8103,144.8846,Western Metropolitan,6543.0,0.4883720930232558,0.4883720930232558
10946,Yarraville,129 Roberts St,5,h,1137500.0,S,hockingstuart,22-05-2016,7.0,3013.0,2.0,3.0,4.0,446.0,244.0,1950.0,Maribyrnong,-37.8146,144.8692,Western Metropolitan,6543.0,0.547085201793722,0.547085201793722
10947,Yarraville,7/156 Francis St,2,t,880000.0,PI,hockingstuart,22-08-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10948,Yarraville,198 Francis St,4,h,925000.0,S,hockingstuart,22-08-2016,7.0,3013.0,4.0,1.0,1.0,288.0,115.42276806802079,,Maribyrnong,-37.8202,144.883,Western Metropolitan,6543.0,,
10949,Yarraville,3/5 Jepson St,2,u,676000.0,SP,hockingstuart,22-08-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10950,Yarraville,18 Frederick St,3,h,745000.0,S,hockingstuart,23-04-2016,7.0,3013.0,2.0,1.0,1.0,325.0,130.25138757675958,,Maribyrnong,-37.8195,144.8973,Western Metropolitan,6543.0,,
10951,Yarraville,2 Hood St,4,h,1158000.0,S,Jas,23-04-2016,7.0,3013.0,4.0,1.0,3.0,411.0,96.0,1910.0,Maribyrnong,-37.8117,144.8873,Western Metropolitan,6543.0,0.23357664233576642,0.23357664233576642
10952,Yarraville,51 Sussex St,3,h,867000.0,S,RT,23-04-2016,7.0,3013.0,3.0,1.0,1.0,195.0,78.15083254605574,,Maribyrnong,-37.8198,144.8904,Western Metropolitan,6543.0,,
10953,Yarraville,9/11 Berry St,3,h,955000.0,S,Village,24-09-2016,7.0,3013.0,3.0,2.0,2.0,206.0,173.0,2006.0,Maribyrnong,-37.8127,144.8965,Western Metropolitan,6543.0,0.8398058252427184,0.8398058252427184
10954,Yarraville,3 Freame St,3,h,1081000.0,SP,Village,24-09-2016,7.0,3013.0,3.0,1.0,1.0,448.0,104.0,1940.0,Maribyrnong,-37.8171,144.8753,Western Metropolitan,6543.0,0.23214285714285715,0.23214285714285715
10955,Yarraville,443 Geelong Rd,3,h,725000.0,S,Sweeney,24-09-2016,7.0,3013.0,3.0,1.0,5.0,558.0,128.0,1940.0,Maribyrnong,-37.8119,144.868,Western Metropolitan,6543.0,0.22939068100358423,0.22939068100358423
10956,Yarraville,43 Ballarat St,2,h,767000.0,S,Jas,25-02-2017,7.0,3013.0,2.0,1.0,0.0,128.0,80.0,1920.0,Maribyrnong,-37.8179,144.8908,Western Metropolitan,6543.0,0.625,0.625
10957,Yarraville,37 Buninyong St,3,h,880000.0,PI,Village,25-02-2017,7.0,3013.0,3.0,1.0,0.0,349.0,101.0,1900.0,Maribyrnong,-37.8198,144.8882,Western Metropolitan,6543.0,0.28939828080229224,0.28939828080229224
10958,Yarraville,42 Eirene St,2,h,951000.0,S,Sweeney,25-02-2017,7.0,3013.0,2.0,1.0,3.0,486.0,194.7759211147851,,Maribyrnong,-37.8214,144.8796,Western Metropolitan,6543.0,,
10959,Yarraville,14 Finlay St,4,h,1028000.0,S,Village,25-02-2017,7.0,3013.0,4.0,2.0,2.0,431.0,172.733378601795,,Maribyrnong,-37.8186,144.8764,Western Metropolitan,6543.0,,
10960,Yarraville,112 Francis St,2,h,740000.0,S,Village,25-02-2017,7.0,3013.0,2.0,1.0,0.0,261.0,104.60188356164385,,Maribyrnong,-37.8209,144.8896,Western Metropolitan,6543.0,,
10961,Yarraville,20 Grace St,3,h,1450000.0,S,Village,25-02-2017,7.0,3013.0,3.0,2.0,2.0,542.0,211.0,2016.0,Maribyrnong,-37.811,144.8844,Western Metropolitan,6543.0,0.3892988929889299,0.3892988929889299
10962,Yarraville,23 Lennox St,3,h,1430000.0,SP,Village,25-02-2017,7.0,3013.0,3.0,3.0,2.0,386.0,172.0,1940.0,Maribyrnong,-37.816,144.8936,Western Metropolitan,6543.0,0.44559585492227977,0.44559585492227977
10963,Yarraville,38 Simpson St,3,h,1275000.0,SP,Village,25-02-2017,7.0,3013.0,3.0,1.0,2.0,229.0,128.0,1910.0,Maribyrnong,-37.8172,144.8919,Western Metropolitan,6543.0,0.5589519650655022,0.5589519650655022
10964,Yarraville,122 Blackwood St,4,h,1606000.0,SP,Jas,26-07-2016,7.0,3013.0,4.0,2.0,3.0,455.0,178.0,1890.0,Maribyrnong,-37.8177,144.8839,Western Metropolitan,6543.0,0.3912087912087912,0.3912087912087912
10965,Yarraville,75 Ballard St,4,h,970000.0,PI,Village,27-06-2016,7.0,3013.0,3.0,1.0,2.0,664.0,266.1136041568257,1960.0,Maribyrnong,-37.8172,144.8676,Western Metropolitan,6543.0,,
10966,Yarraville,7 Banool Av,3,h,865000.0,S,Village,27-06-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10967,Yarraville,38 Benbow St,2,h,780000.0,S,Hunter,27-06-2016,7.0,3013.0,2.0,1.0,1.0,435.0,114.0,1950.0,Maribyrnong,-37.8223,144.8779,Western Metropolitan,6543.0,0.2620689655172414,0.2620689655172414
10968,Yarraville,117 Francis St,4,h,880000.0,PI,hockingstuart/Sweeney,27-06-2016,7.0,3013.0,4.0,1.0,2.0,360.0,144.27846008502598,1910.0,Maribyrnong,-37.8212,144.8887,Western Metropolitan,6543.0,,
10969,Yarraville,76 Kidman St,3,h,670000.0,PI,Biggin,27-06-2016,7.0,3013.0,3.0,1.0,1.0,463.0,119.0,1950.0,Maribyrnong,-37.8137,144.8636,Western Metropolitan,6543.0,0.2570194384449244,0.2570194384449244
10970,Yarraville,46 Wilson St,3,h,908000.0,S,hockingstuart,27-06-2016,7.0,3013.0,3.0,2.0,0.0,105.0,42.08121752479925,1900.0,Maribyrnong,-37.8191,144.8909,Western Metropolitan,6543.0,,
10971,Yarraville,23 Castlemaine St,3,h,1380000.0,S,Village,27-11-2016,7.0,3013.0,3.0,2.0,2.0,235.0,144.0,1910.0,Maribyrnong,-37.815,144.8928,Western Metropolitan,6543.0,0.6127659574468085,0.6127659574468085
10972,Yarraville,5 Highgate St,3,h,966000.0,S,JMRE,27-11-2016,7.0,3013.0,3.0,2.0,2.0,456.0,182.7527161076996,1970.0,Maribyrnong,-37.823,144.8768,Western Metropolitan,6543.0,,
10973,Yarraville,282 Hyde St,4,h,880000.0,PI,Barry,27-11-2016,7.0,3013.0,4.0,1.0,1.0,0.0,0.0,,Maribyrnong,-37.8222,144.8956,Western Metropolitan,6543.0,,
10974,Yarraville,3/64 Powell St,2,u,480500.0,SP,Jas,27-11-2016,7.0,3013.0,2.0,1.0,1.0,0.0,65.0,1970.0,Maribyrnong,-37.8182,144.8846,Western Metropolitan,6543.0,inf,inf
10975,Yarraville,4 Regent St,4,h,1520000.0,VB,Jas,27-11-2016,7.0,3013.0,4.0,2.0,0.0,261.0,160.0,1910.0,Maribyrnong,-37.8123,144.8888,Western Metropolitan,6543.0,0.6130268199233716,0.6130268199233716
10976,Yarraville,18 Tenterden St,3,h,845000.0,S,Jas,27-11-2016,7.0,3013.0,3.0,1.0,2.0,494.0,197.98210911667454,,Maribyrnong,-37.8234,144.8742,Western Metropolitan,6543.0,,
10977,Yarraville,10 Tuppen St,5,h,1287000.0,S,hockingstuart,27-11-2016,7.0,3013.0,5.0,2.0,2.0,488.0,213.0,1930.0,Maribyrnong,-37.8131,144.8778,Western Metropolitan,6543.0,0.4364754098360656,0.4364754098360656
10978,Yarraville,56 Wembley Av,2,h,880000.0,S,Jas,27-11-2016,7.0,3013.0,,,,,117.5,,,,,Western Metropolitan,6543.0,,
10979,Yarraville,4 Bena St,3,h,980000.0,S,Jas,28-05-2016,7.0,3013.0,3.0,1.0,2.0,463.0,185.55813060935287,,Maribyrnong,-37.8185,144.8812,Western Metropolitan,6543.0,,
10980,Yarraville,16/11 Berry St,3,t,800000.0,VB,Jas,28-05-2016,7.0,3013.0,3.0,2.0,1.0,169.0,150.0,2007.0,Maribyrnong,-37.8122,144.8965,Western Metropolitan,6543.0,0.8875739644970414,0.8875739644970414
10981,Yarraville,31 Kidman St,4,h,880000.0,S,hockingstuart,28-05-2016,7.0,3013.0,4.0,3.0,2.0,583.0,233.65095063769488,2009.0,Maribyrnong,-37.8134,144.8657,Western Metropolitan,6543.0,,
10982,Yarraville,30 Simpson St,3,h,1460000.0,SP,Village,28-05-2016,7.0,3013.0,3.0,1.0,2.0,463.0,119.0,1900.0,Maribyrnong,-37.8172,144.8924,Western Metropolitan,6543.0,0.2570194384449244,0.2570194384449244
10983,Yarraville,3/113 Somerville Rd,2,t,880000.0,PN,hockingstuart,28-05-2016,7.0,3013.0,2.0,1.0,1.0,91.0,88.0,2015.0,Maribyrnong,-37.8133,144.8862,Western Metropolitan,6543.0,0.967032967032967,0.967032967032967
10984,Yarraville,4/245 Williamstown Rd,3,t,880000.0,S,Jas,28-05-2016,7.0,3013.0,3.0,1.0,1.0,121.0,115.0,2000.0,Maribyrnong,-37.8161,144.883,Western Metropolitan,6543.0,0.9504132231404959,0.9504132231404959
10985,Yarraville,7 Hughes St,3,h,840000.0,S,Village,28-08-2016,7.0,3013.0,4.0,1.0,1.0,470.0,127.0,1970.0,Maribyrnong,-37.822,144.8904,Western Metropolitan,6543.0,0.2702127659574468,0.2702127659574468
10986,Yarraville,46 Kingston St,3,h,900500.0,S,Village,28-08-2016,7.0,3013.0,2.0,1.0,1.0,208.0,100.0,1970.0,Maribyrnong,-37.8145,144.8804,Western Metropolitan,6543.0,0.4807692307692308,0.4807692307692308
10987,Yarraville,14 Pearce St,2,h,850000.0,S,Chisholm,28-08-2016,7.0,3013.0,2.0,1.0,1.0,201.0,80.55547354747284,,Maribyrnong,-37.8196,144.8836,Western Metropolitan,6543.0,,
10988,Yarraville,6/37 Stephen St,3,h,940000.0,S,Village,28-08-2016,7.0,3013.0,3.0,2.0,2.0,171.0,146.0,2007.0,Maribyrnong,-37.8124,144.8957,Western Metropolitan,6543.0,0.8538011695906432,0.8538011695906432
10989,Yarraville,10 Gladstone St,1,h,880000.0,S,Jas,30-07-2016,7.0,3013.0,2.0,1.0,0.0,132.0,52.9021020311762,,Maribyrnong,-37.8188,144.8879,Western Metropolitan,6543.0,,
10990,Aberfeldie,2/2 St Kinnord St,1,u,380000.0,S,Nelson,03-12-2016,9.1,3040.0,1.0,1.0,1.0,0.0,39.0,1990.0,Moonee Valley,-37.7561,144.9028,Western Metropolitan,1543.0,inf,inf
10991,Aberfeldie,40 Clifton St,4,h,1646000.0,S,Rendina,04-03-2017,9.1,3040.0,4.0,3.0,2.0,757.0,157.0,1950.0,Moonee Valley,-37.7606,144.8909,Western Metropolitan,1543.0,0.2073976221928666,0.2073976221928666
10992,Aberfeldie,45 Vida St,4,h,880000.0,PI,Rendina,04-06-2016,9.1,3040.0,4.0,2.0,2.0,489.0,142.0,1940.0,Moonee Valley,-37.7604,144.898,Western Metropolitan,1543.0,0.2903885480572597,0.2903885480572597
10993,Aberfeldie,6/8 Arthur St,2,u,442000.0,S,Nelson,07-05-2016,9.1,3040.0,2.0,1.0,1.0,0.0,0.0,,Moonee Valley,-37.7589,144.897,Western Metropolitan,1543.0,,
10994,Aberfeldie,8/257 Buckley St,2,u,470000.0,S,Brad,07-05-2016,9.1,3040.0,2.0,1.0,1.0,976.0,71.0,2000.0,Moonee Valley,-37.7557,144.9037,Western Metropolitan,1543.0,0.07274590163934426,0.07274590163934426
10995,Aberfeldie,26a Fawkner St,3,h,760000.0,SP,McDonald,07-11-2016,9.1,3040.0,3.0,1.0,1.0,321.0,128.64829357581485,1940.0,Moonee Valley,-37.757,144.896,Western Metropolitan,1543.0,,
10996,Aberfeldie,21 May St,4,h,1346000.0,S,Nelson,08-10-2016,9.1,3040.0,2.0,2.0,2.0,559.0,204.0,1995.0,Moonee Valley,-37.7614,144.8925,Western Metropolitan,1543.0,0.36493738819320215,0.36493738819320215
10997,Aberfeldie,25 Valencia St,2,h,1300000.0,S,Rendina,08-10-2016,9.1,3040.0,3.0,1.0,5.0,528.0,211.6084081247048,,Moonee Valley,-37.7617,144.8987,Western Metropolitan,1543.0,,
10998,Aberfeldie,2/30 Caroline St,3,t,935000.0,SP,Nelson,10-09-2016,9.1,3040.0,3.0,2.0,2.0,217.0,149.0,2005.0,Moonee Valley,-37.7591,144.8923,Western Metropolitan,1543.0,0.6866359447004609,0.6866359447004609
10999,Aberfeldie,11a Muldowney St,3,h,1175000.0,PI,Barry,10-09-2016,9.1,3040.0,,,,,161.05547354747284,,,,,Western Metropolitan,1543.0,,
11000,Aberfeldie,1a Arthur St,3,u,845000.0,S,Nelson,10-12-2016,9.1,3040.0,,,,,161.05547354747284,,,,,Western Metropolitan,1543.0,,
11001,Aberfeldie,126 The Boulevard,4,h,3900000.0,S,Nelson,10-12-2016,9.1,3040.0,4.0,4.0,4.0,670.0,375.0,2010.0,Moonee Valley,-37.7637,144.8931,Western Metropolitan,1543.0,0.5597014925373134,0.5597014925373134
11002,Aberfeldie,3/64 Brunel St,3,u,1160000.0,S,Nelson,11-02-2017,9.1,3040.0,3.0,2.0,1.0,309.0,123.83901157298064,2007.0,Moonee Valley,-37.7642,144.895,Western Metropolitan,1543.0,,
11003,Aberfeldie,2 May St,4,h,1150000.0,PI,Nelson,11-02-2017,9.1,3040.0,4.0,2.0,2.0,578.0,35.0,2010.0,Moonee Valley,-37.7614,144.8953,Western Metropolitan,1543.0,0.06055363321799308,0.06055363321799308
11004,Aberfeldie,5 Aroona Ct,1,h,1720000.0,PI,Nelson,15-10-2016,9.1,3040.0,3.0,2.0,1.0,676.0,136.0,1965.0,Moonee Valley,-37.7632,144.898,Western Metropolitan,1543.0,0.20118343195266272,0.20118343195266272
11005,Aberfeldie,25 Beaver St,2,h,1705000.0,S,Nelson,15-10-2016,9.1,3040.0,2.0,1.0,2.0,809.0,131.0,1980.0,Moonee Valley,-37.7587,144.9015,Western Metropolitan,1543.0,0.1619283065512979,0.1619283065512979
11006,Aberfeldie,4 Brunel Ct,3,h,1190000.0,S,Barry,17-09-2016,9.1,3040.0,3.0,1.0,1.0,465.0,115.0,1950.0,Moonee Valley,-37.7626,144.8954,Western Metropolitan,1543.0,0.24731182795698925,0.24731182795698925
11007,Aberfeldie,2/7 Fawkner St,2,u,380000.0,VB,Brad,18-03-2017,9.1,3040.0,2.0,1.0,1.0,622.0,249.281117146906,1970.0,Moonee Valley,-37.7557,144.8966,Western Metropolitan,1543.0,,
11008,Aberfeldie,58 Waverley St,2,h,840000.0,VB,Brad,18-03-2017,9.1,3040.0,2.0,1.0,1.0,373.0,149.48851558809636,,Moonee Valley,-37.7604,144.9062,Western Metropolitan,1543.0,,
11009,Aberfeldie,29 Beaver St,5,h,1740000.0,S,Nelson,18-06-2016,9.1,3040.0,3.0,3.0,2.0,839.0,247.0,1925.0,Moonee Valley,-37.759,144.9015,Western Metropolitan,1543.0,0.2943980929678188,0.2943980929678188
11010,Aberfeldie,40 Allan St,3,h,1860000.0,S,Rendina,19-11-2016,9.1,3040.0,3.0,2.0,2.0,311.0,124.640558573453,,Moonee Valley,-37.7603,144.8921,Western Metropolitan,1543.0,,
11011,Aberfeldie,14 Knight St,3,h,1195000.0,S,Nelson,19-11-2016,9.1,3040.0,3.0,2.0,2.0,496.0,198.7836561171469,,Moonee Valley,-37.7559,144.8991,Western Metropolitan,1543.0,,
11012,Aberfeldie,2 May St,4,h,1200000.0,VB,Nelson,19-11-2016,9.1,3040.0,4.0,2.0,2.0,578.0,35.0,2010.0,Moonee Valley,-37.7614,144.8953,Western Metropolitan,1543.0,0.06055363321799308,0.06055363321799308
11013,Aberfeldie,20 Batman St,4,h,880000.0,SP,Nelson,22-05-2016,9.1,3040.0,4.0,3.0,1.0,701.0,314.0,,Moonee Valley,-37.7553,144.8943,Western Metropolitan,1543.0,0.4479315263908702,0.4479315263908702
11014,Aberfeldie,19 Park Cr,3,h,880000.0,S,Brad,23-04-2016,9.1,3040.0,,,,,161.05547354747284,,,,,Western Metropolitan,1543.0,,
11015,Aberfeldie,1 Chisholm St,3,u,726000.0,S,Barry,24-09-2016,9.1,3040.0,3.0,1.0,1.0,229.0,111.0,1996.0,Moonee Valley,-37.7606,144.8973,Western Metropolitan,1543.0,0.4847161572052402,0.4847161572052402
11016,Aberfeldie,99 Fawkner St,4,h,1325000.0,PI,Weda,25-02-2017,9.1,3040.0,4.0,2.0,2.0,674.0,270.1213391591875,,Moonee Valley,-37.7617,144.8956,Western Metropolitan,1543.0,,
11017,Aberfeldie,11 Muldowney St,3,t,1300000.0,SP,Barry,25-02-2017,9.1,3040.0,3.0,3.0,1.0,593.0,205.0,2016.0,Moonee Valley,-37.7584,144.8968,Western Metropolitan,1543.0,0.3456998313659359,0.3456998313659359
11018,Aberfeldie,1/30 Caroline St,4,h,880000.0,SP,Nelson,27-06-2016,9.1,3040.0,4.0,3.0,2.0,354.0,141.87381908360888,2005.0,Moonee Valley,-37.7593,144.8923,Western Metropolitan,1543.0,,
11019,Aberfeldie,5/319 Buckley St,2,u,373000.0,S,Barry,27-11-2016,9.1,3040.0,2.0,1.0,1.0,0.0,0.0,,Moonee Valley,-37.7553,144.8996,Western Metropolitan,1543.0,,
11020,Aberfeldie,1/7 Derry St,2,h,670000.0,SP,Frank,27-11-2016,9.1,3040.0,2.0,1.0,2.0,0.0,103.0,1990.0,Moonee Valley,-37.76,144.9002,Western Metropolitan,1543.0,inf,inf
11021,Aberfeldie,13 Batman St,5,h,2400000.0,S,Barry,28-05-2016,9.1,3040.0,3.0,2.0,2.0,1315.0,527.017152810581,,Moonee Valley,-37.7548,144.8915,Western Metropolitan,1543.0,,
11022,Aberfeldie,47 Clifton St,4,h,1350000.0,S,Nelson,28-05-2016,9.1,3040.0,3.0,2.0,2.0,1076.0,180.0,1960.0,Moonee Valley,-37.7609,144.8905,Western Metropolitan,1543.0,0.16728624535315986,0.16728624535315986
11023,Bellfield,12 Perkins Av,3,h,880000.0,PN,Nelson,03-12-2016,9.5,3081.0,,,,,202.23398382144546,,,,,Eastern Metropolitan,790.0,,
11024,Bellfield,1/10 Poplar Cr,3,t,880000.0,PI,Barry,04-06-2016,9.5,3081.0,,,,,202.23398382144546,,,,,Eastern Metropolitan,790.0,,
11025,Bellfield,20 Davidson St,3,h,773000.0,S,Nelson,06-08-2016,9.5,3081.0,3.0,1.0,2.0,626.0,93.0,1955.0,Banyule,-37.752,145.0367,Eastern Metropolitan,790.0,0.1485623003194888,0.1485623003194888
11026,Bellfield,6 Carlyle Cr,2,h,890000.0,S,Barry,08-10-2016,9.5,3081.0,,,,,202.23398382144546,,,,,Eastern Metropolitan,790.0,,
